id,d1,hispanic,race,racethn,nativity,racethn2,q1a,q1b,q1c,q1d,q1e,q2,q3,q4a,q4b,q4c,q5,q6,q6a,q8,q10a,q10b,q10c,q10d,q11,end_q11,q12,q13,q14,end_q14,vacc1,q16,q17,end_q17,vaches,q18,q19,vacc2,q20a,q20b,q23,q22,q24,q25,end_q25,q26a,q26b,q26c,q26e,q26f,q26g,q26h,employ,recemploy,selfemploy,q27,q28a,q28b,q28c,q28d,q28e,q28f,end_q28,q29,q30,q31a,q31b,q31c,q32a,q34a,q34b,q34c,q34d,q34e,q34f,q34g,q34h,q35,end_q35,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,rvote,voted,voted2,voted2ot,q33,q33ot,religionimp,bornagain,essential,heal1a,essential2,delayedcare,care,careot,coverage,agecov,covtype,agecovtype,rgender,gendervar,lgbt,flu,test1,test3,coviddeath,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,int1,int3,curlangx,hhadults,int,length,cstate,cregion,intvwdate,timezoneid,sample,userdata,bident1,bssrs_match_code,sstate,sregion,sdivision,stz,bmsc,bprepaid_cell_flag,bactivity_flag_detailed,bactivity_flag_summary,bcdcusr,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,bident4,gotvax,vaxtry,vaxtry2,vaxprefpos,vaxprefneg,anyvax,vaches_rec,vaches_rec2,essentialnonhc,healthworker,workertype,knowvacc,clsknowvacc,recage6,lang,Division,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,state1,USR,USR_NEW,state
00081748,Female,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly",Yes,260,Yes - major impact,No, ,42,"No, have not gotten the vaccine", ,Less than 15 minutes,48,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, someone in my household has been vaccinated",Have enough information,Have enough information,Eligible,Yes,Yes, ,115, , , , , , , ,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,"No, should not be allowed to require vaccination", , , , , , ,50,Minor differences,No preference,Definitely get it,Definitely get it,Definitely get it, , , , , , , , , , ,0,Refused,50-64,18-64,50-64, , , ,No,Married,No, , , ,Small town, ,"Very important, but not the most important","Yes, born-again or Evangelical", ,No, ,No,A neighborhood clinic or health center, ,Covered by health insurance,INSURED LESS THAN 65,Medicare,Medicare,Woman,FEMALE,No,Yes,No,Yes,No,"Yes, both myself and someone else in my household have a serious health condition",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"No, no home telephone", , ,English,2,Yes,1191,Michigan,North Central,210319,62,Cell phone,Main Hi AA,AA,52020561,Michigan,North Central,East North Central, , ,Prepaid Cell Phone,A7,A,Rural (CDC 4-6),Federal,Yes,Yes - Democratic/Independent,Yes,.225,7.7471,.1459,.2717,N/A,Has not been vaccinated,Got appointment,Got vaccine or got appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Not employed,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,East North Central,CPO,CPO HH,Small metro,Rural (CDC=4-6),CELL RDD,MICHIGAN,Suburban,Suburban,1
00081938,Female,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"No, is not being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly","Yes, is being distributed fairly",Yes,182,Yes - major impact,No, ,37,"No, have not gotten the vaccine", ,Less than 15 minutes,38,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, someone in my household has been vaccinated",Have enough information,Have enough information,Not eligible,No, , ,88, , , , , , , ,Employed part-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination", , , , , , ,40,Minor differences,No preference,Definitely get it,Definitely get it,Definitely get it, , , , , , , , , , ,0,57, ,18-64,50-64,55-64,40-59,45-64,No,Married,Yes,"Yes, voted",Joe Biden, ,Suburban, ,Not too important,"No, not born-again or Evangelical",No,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer,Spouse's employer,Woman,FEMALE,No,Yes,"Yes, someone else I know tested positive",Yes,No,"Yes, someone else in my household has a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"Yes, has a home telephone", , ,English,3,Yes,1040,Massachusetts,Northeast,210322,62,Cell phone,Main Hi Else,Else,54051724,Massachusetts,Northeast,New England, , ,Unknown,A7,A,Urban (CDC 1),State,Yes,Yes - Republican Governor,No,1.2777,31.726,.5975,1.1126,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Other employed,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,New England,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,MASSACHUSETTS,Suburban,Suburban,1
00081969,Male,No,Asian,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","Yes, has enough","Yes, has enough",Don't know,Don't know,"Yes, has enough", , , , , ,Somewhat worried,Every time,Yes,Generally underestimated,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Don't know,198,Yes - major impact,No, ,39,"No, have not gotten the vaccine", ,Less than 15 minutes,28,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Have enough information,Have enough information,Not eligible,Yes,No,You did not meet the eligibility requirements,135, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination", , , , , , ,36,Not sure,No preference,Definitely get it,Definitely get it,Definitely get it, , , , , , , , , , ,0,34, ,18-64,30-49,25-34,18-39,30-44,Yes,Married,Yes,"No, did not vote", , ,Urban, ,Somewhat important,"No, not born-again or Evangelical",No,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Man,MALE,No,Yes,No,Don't know, ,No one in household has a serious health condition,Refused,Refused,UNDESIGNATED,UNDESIGNATED,Refused,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone", , ,English,2,Yes,1022,Georgia,South,210320,62,Cell phone,Main Hi Else,Else,54077979,Ohio,North Central,East North Central, , ,Unknown,A7,A,Urban (CDC 1),Federal,No/Maybe,No/Maybe,No,1.5671,24.799,.467,.8696,N/A,Has not been vaccinated,Tried but could not get appointment,Tried but could not get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Other employed,Know someone vaccinated,Know close family or friend vaccinated,18-39,English,South Atlantic,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,GEORGIA,Urban,Urban,1
00082127,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough","Yes, has enough", , , , , ,Very worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,215,Yes - minor impact,No, ,27,"Yes, got one-dose vaccine",Less than 15 minutes, ,34, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,18, , , , , , , ,A student,A STUDENT, ,"No, should not be allowed to require vaccination", , , , , , ,35, , , , , , , , , , , , , , , ,0,25, ,18-64,18-29,25-34,18-39,18-29,No,Married,Yes,"Yes, voted",Joe Biden, ,Urban, ,Not at all important,"No, not born-again or Evangelical", ,"Yes, I work in a health care delivery setting", ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer,Spouse's employer,Man,MALE,No,Yes,"Yes, someone else I know tested positive",Yes,No,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Some postgraduate or professional school, no postgraduate degree",COLLEGE +,COLLEGE +,COLLEGE +,"$90,000 to less than $100,000",$90K+, , ,"No, no home telephone", , ,English,2,Yes,758,North Carolina,South,210318,62,Cell phone,Main Hi Else,Else,54053576,North Carolina,South,South Atlantic, , ,Unknown,A7,A,Rural (CDC 4-6),Federal,No/Maybe,No/Maybe,No,1.5671,85.024,1.6013,2.9816,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,Yes,Health care worker,Personally vaccinated,Personally vaccinated,18-39,English,South Atlantic,CPO,CPO HH,Small metro,Rural (CDC=4-6),CELL RDD,NORTH CAROLINA,Suburban,Suburban,1
00082314,Female,Yes,White,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,"Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough",Don't know, , , , , ,Very worried,Every time,Yes,Generally correct,"No, is not being distributed fairly",Don't know,"No, is not being distributed fairly","No, is not being distributed fairly",No,247,Yes - major impact,No, ,30,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,27,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Do not have enough information,Do not have enough information,Not sure,No, , ,86, , , , , , , ,Employed part-time,EMPLOYED,"Yes, self-employed","Yes, should be allowed to require vaccination", , , , , , ,55,Major differences,Slight preference,Probably get it,Probably get it,Probably not get it,Concerned about side effects/allergic reactions, , , , , , , , , ,0,19, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,No, , , ,Urban, ,"Very important, but not the most important","Yes, born-again or Evangelical",Yes,No,Food service or restaurant,No,A neighborhood clinic or health center, ,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself,Self-purchased plan,Woman,FEMALE,No,No,"Yes, someone else in my household tested positive",Yes,Yes,Don't know,Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Liberal,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$30,000 to less than $40,000",LESS THAN $40K, , ,"No, no home telephone", , ,Spanish,2,Yes,1250,Florida,South,210320,62,Cell phone,Main Hi Else,Else,54060449,Florida,South,South Atlantic, , ,Unknown,A7,A,Urban (CDC 1),Federal,No/Maybe,No/Maybe,No,1.5364,32.906,.6197,1.1539,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Prefer to NOT get Johnson and Johnson vaccine,Else,Got vaccine/ASAP,ASAP,Yes,No,Essential worker non-health,Know someone vaccinated,Know close family or friend vaccinated,18-39,Spanish,South Atlantic,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,FLORIDA,Suburban,Suburban,1
00082378,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough",Don't know, , , , , ,Somewhat worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,187,Yes - minor impact,No, ,39,"Yes, got first of two doses",Less than 15 minutes, ,39, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,17, , , , , , , ,Unemployed and currently seeking employment,UNEMPLOYED, ,"Yes, should be allowed to require vaccination", , , , , , ,43, , , , , , , , , , , , , , , ,0,54, ,18-64,50-64,45-54,40-59,45-64,Yes,Living with a partner,Yes,"Yes, voted",Joe Biden, ,Suburban, ,Not at all important,"No, not born-again or Evangelical", ,"Yes, I work in a health care delivery setting", ,"Yes, both me and a family member",A private doctor's office, ,Not covered by health insurance,UNINSURED LESS THAN 65, ,Uninsured <65,Man,MALE,No,Yes,"Yes, someone else I know tested positive",Yes,No,No one in household has a serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone", , ,English,2,Yes,840,Michigan,North Central,210322,62,Cell phone,Main Hi Else,Else,54075321,Michigan,North Central,East North Central, , ,Unknown,A7,A,Suburban (CDC 2-3),Federal,Yes,Yes - Democratic/Independent,Yes,1.5671,48.482,.9131,1.7002,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,Yes,Health care worker,Personally vaccinated,Personally vaccinated,40-64,English,East North Central,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,MICHIGAN,Suburban,Suburban,1
00082383,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough",Don't know,Don't know,Don't know,"Yes, has enough", , , , , ,Not at all worried,Every time,Yes,Generally correct,"No, is not being distributed fairly",Don't know,Don't know,"Yes, is being distributed fairly",No,231,No, , ,15,"Yes, got both doses of a two-dose vaccine",30 minutes to under an hour, ,56, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,22, , , , , , , ,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,"No, should not be allowed to require vaccination", , , , , , ,49, , , , , , , , , , , , , , , ,0,42, ,18-64,30-49,35-44,40-59,30-44,No,Never been married,Yes,"Yes, voted",Donald Trump, ,Rural, ,The most important thing in your life,"Yes, born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Medicare,Medicare,Man,MALE,No,Yes,"Yes, someone else I know tested positive",No, ,"Yes, I have a serious health condition",Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone", , ,English,1,Yes,977,Pennsylvania,Northeast,210318,62,Cell phone,Main Hi Else,Else,54048017,Pennsylvania,Northeast,Mid Atlantic, , ,Prepaid Cell Phone,A7,A,Suburban (CDC 2-3),State,Yes,Yes - Democratic/Independent,No,.8601,33.802,.6366,1.1854,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,No,Not employed,Personally vaccinated,Else,40-64,English,Mid Atlantic,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,PENNSYLVANIA,Suburban,Suburban,1
00082546,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough", , , , , ,Very worried,Every time,Yes,Generally underestimated,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,168,Yes - major impact,No, ,42,"No, have not gotten the vaccine", ,Less than 15 minutes,28,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, someone in my household has been vaccinated",Have enough information,Have enough information,Not eligible,Yes,No,You did not meet the eligibility requirements,97, , , , , , , ,A student,A STUDENT, ,"Yes, should be allowed to require vaccination", , , , , , ,34,No differences,No preference,Definitely get it,Definitely get it,Definitely get it, , , , , , , , , , ,0,25, ,18-64,18-29,25-34,18-39,18-29,No,Living with a partner,Yes,"Yes, voted",Joe Biden, ,Suburban, ,Not at all important,"No, not born-again or Evangelical", ,No, ,No,A retail clinic at a place like CVS or Walgreens, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your parents/mother/father (VOL.),Plan through parents/mother/father (Vol),Man,MALE,Yes,Yes,"Yes, someone else I know tested positive",No, ,No one in household has a serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$50,000 to less than $75,000",$40K-$89K, , ,"No, no home telephone", , ,English,3,Yes,863,Virginia,South,210317,62,Cell phone,Main Hi Else,Else,54089845,Virginia,South,South Atlantic, , ,Unknown,A5,A,Suburban (CDC 2-3),Partnership,Yes,Yes - Democratic/Independent,No,1.5671,122.11,2.2998,4.2823,N/A,Has not been vaccinated,Tried but could not get appointment,Tried but could not get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Not employed,Know someone vaccinated,Know close family or friend vaccinated,18-39,English,South Atlantic,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,VIRGINIA,Suburban,Suburban,1
00082565,Male,No,Refused,DK/RF, ,DK/RF,"Yes, has enough","Yes, has enough",Don't know,"No, does not have enough","No, does not have enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",Yes,225,Yes - major impact,Yes,Or some other reason,73,"No, have not gotten the vaccine", ,Less than 15 minutes,45,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Have enough information,Do not have enough information,Eligible,No, , ,116, , , , , , , ,Employed full-time,EMPLOYED,"Yes, self-employed","Yes, should be allowed to require vaccination", , , , , , ,45,Minor differences,Strong preference,Definitely not get it,Probably get it,Definitely not get it,Family member of friend got/recommended specific vaccine, , , , , , , , , ,0,42, ,18-64,30-49,35-44,40-59,30-44,No,Never been married,Yes,"Yes, voted",Joe Biden, ,Suburban, ,Not too important,"No, not born-again or Evangelical",No,No, ,No,Or do you have no usual source of care, ,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself,Self-purchased plan,Man,MALE,No,No,"Yes, someone else I know tested positive",Yes,No,No one in household has a serious health condition,Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone", , ,English,1,Yes,1249,Florida,South,210321,62,Cell phone,Main Hi Else,Else,54078229,Florida,South,South Atlantic, , ,Prepaid Cell Phone,A7,A,Suburban (CDC 2-3),Federal,No/Maybe,No/Maybe,No,.8601,23.657,.4456,.8296,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Prefer Moderna vaccine,Else,Else,Got vaccine/ASAP,ASAP,No,No,Other employed,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,South Atlantic,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,FLORIDA,Suburban,Suburban,1
00083003,Male,Yes,Refused,HISPANIC,U.S.,HISPANIC - BORN IN US,"Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough","Yes, has enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,194,Yes - major impact,Yes,You were too busy or couldn't get the time off work,66,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,44,Get the vaccine as soon as you can, ,Getting vaccinated is a personal choice,No,Have enough information,Have enough information,Not sure,No, , ,81, , , , , , , ,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,"Yes, should be allowed to require vaccination", , , , , , ,37,Minor differences,Slight preference,Probably not get it,Probably get it,Probably get it,The ingredients/formulation/technology of the vaccine (general), , , , , , , , , ,0,59, ,18-64,50-64,55-64,40-59,45-64,No,Never been married,Yes,"Yes, voted",Joe Biden, ,Small town, ,The most important thing in your life,"Yes, born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself,Self-purchased plan,Man,MALE,No,Yes,No,No, ,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone", , ,English,1,Yes,1099,New Mexico,West,210316,70,Cell phone,Main Hi Hisp,Hispanic,53017857,New Mexico,West,Mountain, , ,Prepaid Cell Phone,A7,A,Rural (CDC 4-6),Partnership,Yes,Yes - Democratic/Independent,No,.8816,13.813,.2602,.4844,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Prefer to NOT get Pfizer vaccine,Else,Got vaccine/ASAP,ASAP,No,No,Not employed,Do not know anyone vaccinated,No one close vaccinated,40-64,English,Mountain,CPO,CPO HH,Small metro,Rural (CDC=4-6),CELL RDD,NEW MEXICO,Urban,Suburban,1
00083234,Female,Yes,White,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,"Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough", , , , , ,Very worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly","Yes, is being distributed fairly",Yes,238,Yes - major impact,No, ,61,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,33,"Only get the vaccine if you are required to do so for work, school, or other activities", ,Getting vaccinated is a personal choice,"Yes, another family member or close friend has been vaccinated",Have enough information,Have enough information,Eligible,No, , ,95,Very concerned,Very concerned,Very concerned,Not at all concerned,Not at all concerned,Very concerned,Very concerned,Employed part-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination","Yes, more likely","No, not more likely","No, not more likely","No, not more likely","Yes, more likely","Yes, more likely",336,Major differences,Don't know,Probably get it,Probably get it,Definitely not get it, ,"No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","Yes, more likely","Yes, more likely","No, not more likely","No, not more likely",224,65, ,65+,65+,65+,60-69,65+,No,Married,No, , , ,Rural, ,The most important thing in your life,"Yes, born-again or Evangelical",No,No, ,No,Hospital,keiser hospital,Covered by health insurance, ,MEDICAID, ,Woman,FEMALE,No,No,"Yes, someone else I know tested positive",Yes,Yes,"Yes, someone else in my household has a serious health condition",Or what?,Don't Know,UNDESIGNATED,UNDESIGNATED,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone", , ,Spanish,3,Yes,2046,California,West,210320,71,Cell phone,Main Hi Hisp,Hispanic,53023019,California,West,Pacific, , ,Unknown,A7,A,Urban (CDC 1),State,Yes,Yes - Democratic/Independent,No,1.6063,28.478,.5363,.9987,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Prefer to NOT get Johnson and Johnson vaccine,Else,Only if required,Only if required,No,No,Other employed,Know someone vaccinated,Know close family or friend vaccinated,65+,Spanish,Pacific,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,CALIFORNIA,Urban,Urban,CALIFORNIA
00083236,Male,No,Refused,DK/RF, ,DK/RF,"Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough",Helps both about equally,No,15 minutes to under 30 minutes,15 minutes to under 30 minutes,15 minutes to under 30 minutes,Somewhat worried,Most of the time,No,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,369,No, , ,15,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,32,Definitely not get the vaccine,Don't line/don't get vaccines in general/don't like needles,Getting vaccinated is a personal choice,"Yes, someone else I know, not a family member or close friend, has been vaccinated",Do not have enough information,Do not have enough information,Not eligible,No, , ,96,Not at all concerned,Very concerned,Not at all concerned,Not at all concerned,Not at all concerned,Very concerned,Very concerned,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely",255,Not sure, ,Definitely not get it,Definitely not get it,Definitely not get it, ,"No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely",186,40, ,18-64,30-49,35-44,40-59,30-44,Yes,Married,Yes,"Yes, voted",Donald Trump, ,Small town, ,"Very important, but not the most important","No, not born-again or Evangelical",Yes,No,Some other setting,No,Or do you have no usual source of care, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Man,MALE,No,No,"Yes, someone else I know tested positive",Yes,Yes,No one in household has a serious health condition,Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$90,000 to less than $100,000",$90K+, , ,"No, no home telephone",Yes, ,English,2,Yes,1747,Ohio,North Central,210322,62,Cell phone,Main Hi Else,Else,54072709,Ohio,North Central,East North Central, , ,Unknown,A7,A,Urban (CDC 1),Federal,Yes,Yes - Republican Governor,Yes,1.5671,59.631,1.1231,2.0911,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Else,Definitely not,Definitely not,Yes,No,Essential worker non-health,Know someone vaccinated,No one close vaccinated,40-64,English,East North Central,CPO,CPO HH,Micropolitan,Rural (CDC=4-6),CELL RDD,OHIO,Rural,Rural,1
